"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","chr","start","end"
"165564","TOC.10T.00639",10.02911635,0.005456046,0.192917105,0.958973198,0.976377583,"10",57218572,57218907
"165568","TOC.10T.00640",13.97910373,0.101237609,0.198892332,0.363040332,0.509277093,"10",57245427,57246311
"165570","TOC.10T.00648",10.59013506,0.063573143,0.22310222,0.576017421,0.703632282,"10",57835722,57838690
"165575","TOC.10T.00654",289.0188991,-0.430400496,0.320682468,0.014637726,0.039970339,"10",59309319,59309541
"165579","TOC.10T.00671",4.105129388,-0.06313275,0.323996965,0.627590948,0.746221511,"10",61022301,61022494
"165587","TOC.10T.00677",18.95126593,-0.882414069,0.376418856,0.000629,0.00289544,"10",61496285,61497395
"165589","TOC.10T.00683",10.36550915,-1.290358436,0.632525425,0.00068,0.003087703,"10",61767662,61773166
"165591","TOC.10T.00684",3.744770073,-0.308430972,0.551808775,0.101124774,0.191596054,"10",61803417,61803624
"165600","TOC.10T.00688",7.630319234,-0.236192915,0.299960125,0.105918024,0.198811811,"10",62012611,62045862
"165610","TOC.10T.00697",1.806881518,-0.061310854,0.420018875,0.645959457,0.760399613,"10",62794856,62796028
"165615","TOC.10T.00698",1.20400174,-0.015893242,0.417787467,0.902479883,0.939491335,"10",62806066,62806533
"165620","TOC.10T.00701",4.852000394,-1.162354449,0.674515132,0.001537868,0.006096115,"10",62905692,62906159
"165622","TOC.10T.00705",1.175407081,-0.15492349,0.4034931,0.297585308,0.440528182,"10",63318579,63318786
"165624","TOC.10T.00706",11.39082931,-0.188905217,0.227411204,0.130426997,0.234853315,"10",63324995,63325179
"165629","TOC.10T.00710",4.194316477,-0.10684046,0.389932719,0.44532073,0.590163756,"10",63857778,63858137
"165633","TOC.10T.00722",4.092624324,0.138153768,0.29901685,0.302324225,0.445068287,"10",63963596,63963717
"165638","TOC.10T.00726",40.41327383,-0.62728521,0.497034168,0.01093748,0.031461273,"10",64079939,64080175
"165649","TOC.10T.00727",2.30708855,-0.091053673,0.45121296,0.505709435,0.643690707,"10",64122388,64122755
"165660","TOC.10T.00737",94.99794717,-0.018134177,0.139275125,0.849397961,0.905611433,"10",65286171,65286340
"165670","TOC.10T.00743",2.541241278,-0.0350846,0.38606818,0.789632845,0.867095158,"10",65977756,65978832
"165672","TOC.10T.00767",1.782235625,0.006588208,0.436765787,0.959042655,0.976377583,"10",67347990,67348199
"165676","TOC.10T.00771",1.384739313,-0.008806264,0.362299188,0.946010499,0.967369892,"10",67431139,67431231
"165679","TOC.10T.00775",7.439845936,-0.992404204,0.538393178,0.001672828,0.006528089,"10",67474139,67474438
"165681","TOC.10T.00776",14.36067142,-0.2075049,0.198282227,0.081701,0.161652557,"10",67483092,67483559
"165685","TOC.10T.00782",15.85332769,0.136252962,0.222548393,0.252247015,0.390877163,"10",68141970,68142124
"165705","TOC.10T.00783",3.641536461,-0.012734762,0.27427154,0.916325886,0.948354528,"10",68226016,68226371
"165708","TOC.10T.00787",3.327953172,0.131352891,0.280227408,0.311923209,0.455713264,"10",69437330,69438608
"165711","TOC.10T.00789",90.99728032,-1.16592513,0.282757775,2.85e-06,3.19e-05,"10",69902660,69903482
"165716","TOC.10T.00790",186.874958,-1.287171599,0.264012105,9.83e-08,1.83e-06,"10",69903883,69909465
"165718","TOC.10T.00791",5.873410516,-0.115586311,0.341582798,0.400398618,0.546115455,"10",70369055,70373915
"165721","TOC.10T.00792",3.932626918,-0.19349833,0.299573142,0.168850098,0.287917263,"10",70467534,70467743
"165723","TOC.10T.00797",17.4965064,0.782499338,0.378156234,0.00133375,0.005406966,"10",70974516,70977892
"165725","TOC.10T.00811",1.205775806,-0.05697035,0.499234234,0.652867896,0.765480877,"10",72225861,72232081
"165728","TOC.10T.00816",2.647499101,0.062119264,0.429510787,0.640941283,0.755890409,"10",72971235,72980363
"165733","TOC.10T.00817",32.51043016,-0.342263667,0.343248607,0.04357627,0.097757816,"10",73507331,73507531
"165738","TOC.10T.00820",3.976303295,0.133004992,0.320820185,0.331024957,0.476261231,"10",73593098,73593936
"165745","TOC.10T.00821",15.7619491,-0.372086116,0.441046454,0.053079999,0.114923273,"10",73605746,73607578
"165766","TOC.10T.00822",9.111008199,-0.028157411,0.266209591,0.814780287,0.884181794,"10",73672445,73672804
"165768","TOC.10T.00830",1.96812242,-0.227710984,0.419863284,0.163567394,0.281025493,"10",74249346,74253914
"165770","TOC.10T.00833",88.74622313,-1.242501501,0.262221671,1.99e-07,3.35e-06,"10",74682291,74683852
"165785","TOC.10T.00839",1.072882843,0.196970374,0.471138903,0.217480351,0.349490163,"10",74992824,74993144
"165787","TOC.10T.00842",1.607990078,0.071165786,0.451933737,0.593397671,0.718294062,"10",75048891,75050503
"165789","TOC.10T.00847",8.862905874,-0.771533746,0.591853676,0.007257068,0.022425359,"10",75473788,75475185
"165791","TOC.10T.00848",21.07630817,-0.794762757,0.466732976,0.003082352,0.010935139,"10",75512946,75513134
"165796","TOC.10T.00856",2.367909292,-0.028123704,0.272151653,0.816486966,0.885067727,"10",76024029,76024367
"165798","TOC.10T.00858",6.589235631,0.094087093,0.23790932,0.42748087,0.572228577,"10",76040337,76040903
"165800","TOC.10T.00859",14.82335531,0.396001824,0.355769344,0.027898018,0.068085054,"10",76047282,76048355
"165802","TOC.10T.00862",4.038621923,-0.161595706,0.395833253,0.279417495,0.42044684,"10",76955825,76955989
"165807","TOC.10T.00873",24.2473417,-1.188416678,0.342872346,2.6e-05,0.000196,"10",77312366,77322350
"165815","TOC.10T.00882",44.87261451,-0.39124346,0.210162408,0.004421891,0.01483003,"10",78387225,78387378
"165823","TOC.10T.00884",1.041492329,0.048302234,0.405644879,0.715241223,0.811810745,"10",78395482,78395582
"165830","TOC.10T.00886",1.37235843,-0.057483484,0.474250345,0.656762161,0.767948334,"10",78419038,78464975
"165854","TOC.10T.00899",3.989431313,0.056130015,0.392067093,0.673747243,0.780836629,"10",79437954,79438450
"165857","TOC.10T.00900",7.928456837,0.252000689,0.356309463,0.112872327,0.209025716,"10",79541507,79541748
"165861","TOC.10T.00901",4.987290337,-0.175975878,0.369692005,0.238360676,0.374913222,"10",79579847,79582060
"165864","TOC.10T.00908",16.10853855,0.029045232,0.292086721,0.815210335,0.88422484,"10",80075278,80233993
"165872","TOC.10T.00909",7.365614074,-0.039585465,0.254635892,0.738416019,0.830401675,"10",80236352,80236687
"165874","TOC.10T.00910",2.936524936,-0.773709452,1.417225565,0.011983337,0.033918896,"10",80238085,80258440
"165880","TOC.10T.00911",7.759483286,1.952630259,1.298956841,0.000675,0.003069746,"10",80260098,80263525
"165884","TOC.10T.00912",5.287882877,-0.258937152,0.318323225,0.090179152,0.175071305,"10",80619637,80619962
"165886","TOC.10T.00913",2.329222259,0.397635057,0.530450639,0.055461995,0.118927441,"10",80980420,80981580
"165888","TOC.10T.00916",2.523333471,-0.103965978,0.321529938,0.436610882,0.581610302,"10",81462381,81472752
"165893","TOC.10T.00918",4.21085203,0.158392514,0.342865439,0.268818101,0.409518422,"10",81549644,81550282
"165895","TOC.10T.00919",4.480795416,0.062786071,0.247881439,0.595858469,0.72040326,"10",81550551,81552128
"165897","TOC.10T.00921",2.047893973,0.058197926,0.282693262,0.639378565,0.754656333,"10",81915221,81915328
"165900","TOC.10T.00930",5.019973593,-0.174453738,0.309806922,0.213140294,0.344361614,"10",83370952,83371647
"165902","TOC.10T.00931",10.29221271,0.043862418,0.181999738,0.675560395,0.782193816,"10",83371671,83376398
"165904","TOC.10T.00932",3.594284064,0.150695054,0.302569995,0.267781907,0.408365503,"10",83637343,83638677
"165906","TOC.10T.00933",3.533258007,0.275279471,0.446785841,0.115944654,0.213586709,"10",83909997,83911709
"165908","TOC.10T.00935",1.941579733,0.646491513,0.740007668,0.018929145,0.049672961,"10",83912473,83913628
"165910","TOC.10T.00936",3.432180893,1.218165128,0.754861729,0.001667408,0.006513263,"10",83913702,83915081
"165912","TOC.10T.00944",11.20553314,0.133965707,0.229186507,0.265005471,0.405053518,"10",84719192,84719455
"165915","TOC.10T.00946",2.412448237,-0.525892132,0.650552279,0.030959755,0.074303103,"10",84936582,84936960
"165917","TOC.10T.00947",1.408158259,-0.071882248,0.413725761,0.59450369,0.719165626,"10",85201280,85202716
"165919","TOC.10T.00948",1.211978042,0.064825429,0.339613989,0.622863195,0.74240769,"10",85213285,85213875
"165921","TOC.10T.00954",4.251598104,-0.178515337,0.380395399,0.236657388,0.372817703,"10",85354851,85354946
"165926","TOC.10T.00956",1.603940416,0.101717546,0.380499351,0.463683082,0.605438633,"10",85383503,85383738
"165944","TOC.10T.00967",2.08022126,-0.136782753,0.469203897,0.347860496,0.493636457,"10",87228398,87228422
"165952","TOC.10T.00973",4.894293234,0.342815364,0.537153582,0.080169117,0.159386554,"10",87852524,87853143
"165955","TOC.10T.00974",2.890741397,0.396244358,0.64985985,0.061464104,0.129162182,"10",87874902,87876441
"165958","TOC.10T.00976",10.60973104,0.007759073,0.175348344,0.93981157,0.963236465,"10",88081677,88082438
"165960","TOC.10T.00977",4.038089283,0.067173196,0.252139335,0.573807158,0.702456921,"10",88292988,88293154
"165962","TOC.10T.00978",6.139841269,-0.112055554,0.282716957,0.382917517,0.529254478,"10",88401658,88414001
"165966","TOC.10T.00985",2.037913115,-0.048661543,0.299070844,0.699586959,0.800395583,"10",88534310,88534678
"165968","TOC.10T.00986",3.913302509,-0.227470084,0.376127382,0.150605365,0.263377183,"10",88552019,88552594
"165970","TOC.10T.00987",46.21830799,-0.523423032,0.280421721,0.003020443,0.010765948,"10",88568072,88568532
"165975","TOC.10T.00999",56.57175167,0.020112305,0.449374295,0.874905365,0.922344854,"10",89129849,89134013
"166014","TOC.10T.01018",290.6611307,0.044979917,0.059433148,0.41653886,0.562074007,"10",90356992,90363187
"166016","TOC.10T.01019",34.45246378,-0.498451649,0.305972244,0.005961098,0.019088337,"10",90505800,90510670
"166018","TOC.10T.01021",5.119232954,0.02420015,0.252998575,0.837200616,0.897435952,"10",90637961,90638108
"166027","TOC.10T.01030",21.09199065,-0.156362399,0.186414551,0.164330171,0.281974439,"10",90976879,90979559
"166029","TOC.10T.01034",6.649963834,-0.222175625,0.276366625,0.110961797,0.206223994,"10",91114991,91119148
"166031","TOC.10T.01041",2.291498037,0.04561921,0.452240627,0.725026481,0.819816848,"10",92967380,92996545
"166040","TOC.10T.01050",5.494690166,0.058663607,0.282212141,0.636565863,0.752838398,"10",94185292,94185440
"166046","TOC.10T.01051",3.437890253,-0.040320786,0.318926023,0.752967312,0.841351619,"10",94212217,94212455
"166051","TOC.10T.01052",1.012791004,0.060717338,0.41334403,0.649458435,0.76276464,"10",94288665,94289150
"166053","TOC.10T.01053",1.628928519,0.028458094,0.309503901,0.822051769,0.888039096,"10",94932685,94934447
"166057","TOC.10T.01055",1.361129807,-0.334758872,0.578113054,0.086377416,0.169115453,"10",95131044,95131502
"166059","TOC.10T.01062",3.206947058,0.280843618,0.401980464,0.100043464,0.190102791,"10",95249343,95249666
"166061","TOC.10T.01063",152.2386881,0.051737395,0.137542187,0.588141383,0.714155816,"10",95277160,95286002
"166077","TOC.10T.01068",220.7908477,-0.01579056,0.110375891,0.854924015,0.909151948,"10",95922677,95933063
"166079","TOC.10T.01070",1.889579193,-0.3922003,0.595717754,0.061748099,0.129657299,"10",95946084,95946422
"166081","TOC.10T.01071",4.341759386,-0.047331185,0.282959681,0.701910775,0.801857563,"10",95957558,95957863
"166083","TOC.10T.01072",69.85334975,-0.526611112,0.309885092,0.004686629,0.015546033,"10",95965479,95969128
"166085","TOC.10T.01079",1.56986427,-0.019472733,0.336738011,0.879918015,0.924963835,"10",98102037,98102265
"166087","TOC.10T.01089",12.98096188,-1.011518988,0.474356622,0.00089,0.003865887,"10",99063566,99063829
"166105","TOC.10T.01097",1.453146743,-0.025818898,0.328133574,0.840620278,0.900072778,"10",99196504,99196526
"166108","TOC.10T.01100",1.850024584,0.037549324,0.502855286,0.760998751,0.847146571,"10",99245187,99245385
"166115","TOC.10T.01109",7.198828845,-0.68732501,0.732810804,0.015596408,0.042151462,"10",101329375,101330747
"166123","TOC.10T.01114",3.33079459,-0.131666248,0.396486118,0.361500575,0.50783803,"10",101866007,101866241
"166126","TOC.10T.01115",3.931154322,-0.365776918,0.558582435,0.070528205,0.143794461,"10",101874185,101879164
"166132","TOC.10T.01117",15.36022069,2.405296696,0.845529825,2.45e-05,0.000187,"10",102013120,102013332
"166146","TOC.10T.01119",12.99890669,0.069215163,0.254023657,0.563758195,0.69392928,"10",102406563,102407180
"166150","TOC.10T.01120",2.850722363,-0.341923948,0.434628697,0.066123785,0.136906047,"10",102498377,102498771
"166152","TOC.10T.01123",197.0732178,-0.308152111,0.331948411,0.057718775,0.12280038,"10",102692892,102692976
"166259","TOC.10T.01130",3.32770932,-0.59818031,0.67684933,0.022124473,0.056418284,"10",103541213,103541527
"166261","TOC.10T.01138",8.405316145,-0.415903373,0.376585363,0.026689487,0.06563707,"10",104076798,104077193
"166263","TOC.10T.01139",78.82360938,-0.270892106,0.199880098,0.029352932,0.071096181,"10",104093485,104093645
"166271","TOC.10T.01144",10.41719818,-0.029357282,0.20288874,0.786439197,0.86510464,"10",104293121,104293546
"166273","TOC.10T.01146",10.71829265,0.066298213,0.19982818,0.544070144,0.677212958,"10",104417436,104419910
"166275","TOC.10T.01149",43.05829545,-0.069670352,0.156150563,0.488303537,0.62827659,"10",104469490,104469849
"166284","TOC.10T.01150",10.09332087,-0.030946398,0.226777345,0.784238657,0.863570243,"10",104486831,104486977
"166300","TOC.10T.01151",11.20496537,0.04152229,0.20746194,0.704865468,0.804259953,"10",104509667,104509947
"166306","TOC.10T.01157",3.473396568,-0.154934595,0.375230744,0.290376128,0.432644555,"10",105013938,105014336
"166308","TOC.10T.01166",5.777138304,0.007662254,0.254439179,0.948130767,0.968519567,"10",106069561,106084819
"166310","TOC.10T.01174",2.07961169,0.009173843,0.336402587,0.943152887,0.965368736,"10",108026831,108027369
"166312","TOC.10T.01184",20.19940528,-0.354863792,0.24987932,0.015909694,0.04289721,"10",108659021,108660520
"166314","TOC.111T.00003",1.276151104,-0.341429489,0.540342961,0.081128339,0.16080218,"111",9120,9554
"166316","TOC.111T.00007",7.971347109,0.037573903,0.197007901,0.726612505,0.820917424,"111",122476,125814
"166318","TOC.114T.00001",55.4567239,-0.037320201,0.17139599,0.715915866,0.812371748,"114",4787,6154
"166320","TOC.115T.00005",1.236090089,-0.056738052,0.324010022,0.661695097,0.771873596,"115",116672,118006
"166322","TOC.115T.00006",1.438442189,-0.313341626,0.642184523,0.097113848,0.185527145,"115",120320,120685
"166324","TOC.115T.00007",11.32697723,-0.103326296,0.195841083,0.351116838,0.496941596,"115",148815,160125
"166326","TOC.115T.00008",1.817200484,-0.064931841,0.317485373,0.616172612,0.737114825,"115",187401,187718
"166328","TOC.119T.00002",41.40409387,-0.24384779,0.207325631,0.050159174,0.109585823,"119",152304,154403
"166330","TOC.11T.00001",10.83401074,-0.174935422,0.301893409,0.207455244,0.337120013,"11",159691,159957
"166332","TOC.11T.00002",4.393785648,-0.012312226,0.24098436,0.915004029,0.947666333,"11",166815,167369
"166334","TOC.11T.00008",1.28162049,-0.038930434,0.341451741,0.76473294,0.849891215,"11",439883,440206
"166336","TOC.11T.00009",1.891965543,0.19968893,0.417198883,0.206126958,0.335605998,"11",440999,441316
"166338","TOC.11T.00011",14.63115469,0.049058521,0.14996224,0.618415097,0.738972719,"11",444259,444597
"166340","TOC.11T.00017",2.336693972,-0.217168766,0.418140962,0.178227549,0.300276908,"11",1179423,1179908
"166342","TOC.11T.00018",1.142737924,0.005801861,0.346063894,0.964198641,0.978747758,"11",1182795,1183181
"166344","TOC.11T.00019",1.265285038,0.118504755,0.408605527,0.405511668,0.551218854,"11",1183339,1183680
"166346","TOC.11T.00027",82.56834054,-1.375768791,0.259940763,1.02e-08,2.64e-07,"11",1547029,1547138
"166366","TOC.11T.00032",3.723010053,0.126435437,0.413335179,0.379863535,0.526141102,"11",2204490,2204705
"166377","TOC.11T.00039",10.63759424,0.039274785,0.202700772,0.71767415,0.81373519,"11",2703130,2703688
"166380","TOC.11T.00042",2.546373755,0.023606896,0.282087309,0.847366448,0.904465097,"11",2821714,2823351
"166382","TOC.11T.00054",21.55456528,-2.92239436,0.662490117,7.41e-08,1.44e-06,"11",4941153,4941433
"166386","TOC.11T.00056",11.30061526,1.164670259,0.427731066,0.000193,0.001061357,"11",5109077,5109788
"166388","TOC.11T.00064",9.776721152,0.070491765,0.324682163,0.58996307,0.715665175,"11",5333699,5333912
"166403","TOC.11T.00065",55.69396159,0.298030039,0.632537032,0.106495256,0.199728331,"11",5367716,5367839
"166417","TOC.11T.00066",4.722819717,0.081043387,0.263554203,0.50799698,0.645862364,"11",5413364,5413975
"166419","TOC.11T.00069",1.282514268,0.043025585,0.430551854,0.742380073,0.833716215,"11",6038055,6063063
"166422","TOC.11T.00072",36.34941065,-0.323991587,0.182052558,0.007839195,0.023898099,"11",7148015,7153402
"166424","TOC.11T.00073",12.13661425,-0.966189729,0.369789556,0.000307,0.001575059,"11",7156769,7158668
"166426","TOC.11T.00077",3.901032892,0.221996604,0.42639508,0.173045604,0.293545813,"11",8232165,8232174
"166431","TOC.11T.00081",5.824518861,-0.125539657,0.479358455,0.378911172,0.525274515,"11",8325429,8325586
"166444","TOC.11T.00086",1.286762704,-0.166684499,0.462204763,0.275012904,0.415932332,"11",9027323,9027625
"166446","TOC.11T.00091",5.650047611,0.020378264,0.291550361,0.869424169,0.918482652,"11",9171093,9249404
"166450","TOC.11T.00093",5.544672101,-0.109970763,0.223000087,0.346739388,0.492573775,"11",9335656,9337329
"166453","TOC.11T.00097",84.80831608,0.163962855,0.138069702,0.096475311,0.184592413,"11",9561366,9563465
"166455","TOC.11T.00098",18.03390082,-0.046393822,0.150350053,0.637673217,0.753505627,"11",9563628,9564188
"166457","TOC.11T.00111",96.67679802,-0.181390592,0.095065932,0.022094824,0.056369498,"11",11270770,11270918
"166463","TOC.11T.00123",12.07062514,0.020785453,0.176139471,0.840173336,0.899953824,"11",13359004,13359412
"166465","TOC.11T.00125",8.410053263,-0.021488251,0.183868594,0.837138623,0.897435952,"11",13388029,13388427
"166467","TOC.11T.00129",19.55399828,-0.105060525,0.286592088,0.413353724,0.558857898,"11",13898720,13898876
"166475","TOC.11T.00133",15.27893184,-1.407839966,0.439799714,4.05e-05,0.000285,"11",14031169,14031405
"166479","TOC.11T.00135",1.017047951,-0.144921844,0.422232111,0.326377893,0.471217936,"11",14143206,14143607
"166486","TOC.11T.00139",4.029294401,0.062377543,0.353182714,0.638134914,0.753665983,"11",14312191,14321560
"166496","TOC.11T.00140",4.404092408,0.140541653,0.400594478,0.335821846,0.481740154,"11",14684385,14684610
"166508","TOC.11T.00157",2.313406104,0.145151012,0.428089635,0.326191687,0.47113527,"11",18124562,18124734
"166510","TOC.11T.00158",6.426221393,0.375457821,0.450612951,0.053392534,0.11544448,"11",18177156,18177455
"166512","TOC.11T.00159",63.89674913,0.079803745,0.154216676,0.427028059,0.571955775,"11",18181476,18183873
"166514","TOC.11T.00160",23.84353634,2.399566013,0.395606296,9.32e-12,5.53e-10,"11",18228081,18228332
"166518","TOC.11T.00167",7.318121326,-0.257355804,0.392369932,0.119802208,0.219532698,"11",18550881,18551060
"166532","TOC.11T.00170",1.659468844,0.0843109,0.394983874,0.537707999,0.671685899,"11",18904248,18904412
"166537","TOC.11T.00176",5.120144395,-0.080488876,0.240233595,0.495303659,0.634490657,"11",19002716,19003111
"166539","TOC.11T.00177",28.2870957,0.199751919,0.187533879,0.084239231,0.16567564,"11",19005947,19006999
"166541","TOC.11T.00182",1.676174111,-0.053680609,0.313934651,0.675698153,0.782249057,"11",19344065,19344400
"166543","TOC.11T.00185",6.420300942,1.013720772,0.78749684,0.004245227,0.014336222,"11",19438927,19439115
"166579","TOC.11T.00187",1.476603307,-0.029214759,0.496013479,0.812899897,0.883035237,"11",20196830,20197297
"166586","TOC.11T.00195",30.24290323,-0.505360073,0.382164154,0.012607256,0.035347546,"11",21585061,21585150
"166595","TOC.11T.00199",4.306729641,-0.137423342,0.265276077,0.281949551,0.423385158,"11",21821093,21824960
"166597","TOC.11T.00210",15.06182237,-0.211401756,0.341703853,0.160211671,0.276471546,"11",23562996,23563302
"166601","TOC.11T.00218",15.77254825,-0.355285245,0.257697997,0.01751928,0.046488691,"11",25027253,25031510
"166603","TOC.11T.00227",49.62064282,0.735630159,0.267426144,0.000223,0.00119505,"11",25564445,25564539
"166611","TOC.11T.00228",25.36517565,0.121594537,0.233509839,0.310801909,0.454527296,"11",25573561,25576323
"166613","TOC.11T.00239",8.821863186,-1.378509094,0.355578095,5.29e-06,5.35e-05,"11",25938955,25939332
"166615","TOC.11T.00244",1.585189515,0.054319826,0.376864486,0.682842596,0.787033644,"11",26056174,26056545
"166617","TOC.11T.00256",25.03227206,-0.479708471,0.322545125,0.008945445,0.026703466,"11",27228088,27228277
"166621","TOC.11T.00257",78.8983842,-0.084509284,0.128008228,0.365299855,0.51161072,"11",27237000,27238207
"166625","TOC.11T.00258",75.16737123,-0.206682654,0.178379103,0.068589646,0.140786969,"11",27241532,27244434
"166629","TOC.11T.00259",2.880347478,-0.14207012,0.32596542,0.305669686,0.449064073,"11",27907080,27910806
"166631","TOC.11T.00268",9.760474814,0.064615484,0.212568985,0.5628943,0.693184325,"11",28619286,28619765
"166633","TOC.11T.00273",1.659288816,0.01283958,0.428691655,0.920711842,0.950804149,"11",29647792,29648220
"166635","TOC.11T.00274",1.232065852,0.536991588,0.805866479,0.031599515,0.075502601,"11",29648844,29649158
"166637","TOC.11T.00275",2.932236929,0.42927435,0.592075472,0.049571148,0.108598573,"11",29650716,29651039
"166639","TOC.11T.00276",1.229209671,0.037637943,0.323542991,0.769524197,0.853328508,"11",29667618,29668031
"166641","TOC.11T.00278",0.987269483,0.823994437,0.915391877,0.010698086,0.030919648,"11",29776303,29776722
"166643","TOC.11T.00279",1.097550537,-0.365828367,0.630367406,0.072535031,0.146842532,"11",29786006,29786386
"166645","TOC.11T.00280",1.910643661,-0.045252332,0.356655772,0.730631325,0.824300298,"11",29787915,29788430
"166647","TOC.11T.00281",1.297290965,-0.06129066,0.413855385,0.646514708,0.760622236,"11",30153464,30154372
"166649","TOC.11T.00283",1.8096395,0.130905016,0.425769233,0.36669088,0.513050962,"11",30168287,30168964
"166651","TOC.11T.00284",1.350577795,-0.181027971,0.399972299,0.237173989,0.373375442,"11",30275524,30275964
"166653","TOC.11T.00285",3.643045688,0.457548996,0.465371962,0.030344721,0.073025359,"11",30396282,30397028
"166655","TOC.11T.00288",0.988184709,-0.188471971,0.535340437,0.227978856,0.362054923,"11",30784987,30787266
"166657","TOC.11T.00290",13.02639526,-1.388061416,0.969615876,0.001637712,0.006415968,"11",30950569,30950711
"166662","TOC.11T.00293",4.993867856,-0.233036987,0.470054675,0.165109069,0.28303909,"11",30992126,30994305
"166667","TOC.11T.00294",27.59736862,-0.168996327,0.202715719,0.149829092,0.26235593,"11",30999352,30999634
"166672","TOC.11T.00299",1.174483968,0.565496033,0.884133532,0.028004442,0.068292949,"11",31065415,31065469
"166686","TOC.11T.00301",1.343616442,-0.077115038,0.330882466,0.559299853,0.69050612,"11",31812367,31816066
"166688","TOC.11T.00308",1.269816116,0.094595112,0.34128995,0.483313755,0.623359498,"11",32549777,32550178
"166690","TOC.11T.00315",1.09748229,0.039042904,0.433780892,0.764486282,0.849675822,"11",33960152,33961418
"166692","TOC.11T.00318",2.545068647,-0.074909804,0.26733998,0.541444404,0.674832801,"11",34282788,34284266
"166694","TOC.11T.00320",1.379628788,-0.11811003,0.371440115,0.400923229,0.546784602,"11",34414381,34415121
"166696","TOC.11T.00336",10.27049365,0.228615673,0.278529688,0.103991939,0.19594309,"11",36936749,37013317
"166699","TOC.11T.00344",8.415560929,-1.495299077,0.739966771,0.000493,0.002354201,"11",37944027,37944117
"166711","TOC.11T.00346",2.712422619,-0.00861418,0.243587491,0.940706099,0.963723248,"11",37994750,37997206
"166713","TOC.11T.00353",7.1427886,0.30550228,0.451063472,0.092169943,0.178028394,"11",38852620,38857716
"166715","TOC.11T.00354",37.87433915,1.021169997,0.35108053,0.00014,0.000807,"11",38861254,38863522
"166719","TOC.11T.00355",209.8283168,0.40850846,0.345113282,0.022802818,0.057817964,"11",38864932,38869920
"166721","TOC.11T.00360",1.688105553,0.123583785,0.519474182,0.375719079,0.522064761,"11",39587042,39587073
"166743","TOC.11T.00363",3.076498162,0.198454179,0.352005476,0.186639992,0.311382981,"11",39848882,39849217
"166745","TOC.11T.00364",2.527263783,0.034427583,0.301807414,0.784337583,0.863620029,"11",39849831,39849835
"166748","TOC.11T.00372",1.002704803,0.115782784,0.487643449,0.407923942,0.553655338,"11",40950694,40950843
"166750","TOC.11T.00374",4.621414,-0.614174669,0.497795943,0.011953993,0.033856428,"11",41083669,41083764
"166754","TOC.11T.00382",136.6652515,-0.150922476,0.146943022,0.135950346,0.242894729,"11",41760362,41760550
"166931","TOC.11T.00383",7.642482207,-0.072269826,0.227366591,0.529785256,0.665096225,"11",42218824,42223091
"166933","TOC.11T.00384",4.091368261,0.02584328,0.328177639,0.840477741,0.899983566,"11",42770309,42770446
"166936","TOC.11T.00387",15.79581266,-1.378964004,0.596850324,0.000342,0.001727255,"11",42916603,42916842
"166946","TOC.11T.00389",15.07566797,0.025649669,0.207973319,0.814372566,0.883918322,"11",43055712,43056181
"166951","TOC.11T.00390",32.72048331,-0.335740792,0.39112263,0.059360274,0.12567744,"11",43072135,43072340
"166956","TOC.11T.00400",2.647648856,-0.261972083,0.510963944,0.136332103,0.24352267,"11",43843476,43844192
"166958","TOC.11T.00404",5.456055544,-0.044426748,0.306773552,0.726267256,0.820700375,"11",44219703,44226631
"166964","TOC.11T.00413",1.338084028,-0.02138948,0.324527347,0.867194594,0.917329655,"11",44625137,44625327
"166971","TOC.11T.00421",6.295949674,-0.705761646,0.552129919,0.008847809,0.026471157,"11",45107221,45107384
"166977","TOC.11T.00429",1.55338317,-2.314498728,1.586397009,0.000512,0.002426317,"11",45433200,45443805
"166981","TOC.11T.00433",81.16928539,0.203712801,0.277057789,0.138122348,0.246091657,"11",45586285,45586474
"166995","TOC.11T.00436",78.62431859,-0.953774149,0.158899365,2.81e-10,1.14e-08,"11",45776050,45780975
"166997","TOC.11T.00444",5.096647375,0.322321889,0.414388078,0.072823472,0.147314518,"11",46020275,46020598
"166999","TOC.11T.00446",1.674217588,-0.016234386,0.340976504,0.899940352,0.937918036,"11",46047157,46047462
"167001","TOC.11T.00449",1.412372561,-0.028679546,0.457436612,0.822165064,0.888059784,"11",46164182,46164338
"167011","TOC.11T.00454",58.63671114,0.106234001,0.136791621,0.271627732,0.412469841,"11",46637127,46637341
"167040","TOC.11T.00466",20.24653626,-0.013153819,0.165579053,0.89634257,0.935730049,"11",47614272,47614385
"167068","TOC.11T.00468",1.160712514,-0.005043375,0.328132859,0.968555066,0.981324642,"11",47708731,47709826
"167071","TOC.11T.00470",13.24225658,-0.084496684,0.196708052,0.441305877,0.586259102,"11",47765034,47765369
"167073","TOC.11T.00486",1.391079316,-0.064421625,0.342881128,0.625663468,0.744752648,"11",48724887,48725201
"167075","TOC.11T.00487",2.12562636,0.35470352,0.557677033,0.07555576,0.151981173,"11",48725869,48726450
"167077","TOC.11T.00496",31.05505958,-0.661154571,0.369417618,0.003028916,0.010790118,"11",49259933,49261365
"167084","TOC.11T.00497",4.783182819,-0.005179099,0.517013532,0.965342501,0.9792906,"11",49265514,49265594
"167087","TOC.11T.00501",8.480768455,0.103721509,0.229047693,0.377712377,0.52415498,"11",49429152,49429592
